Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	AHR	Exception	Energy Diff (wl)	Energy Par (wl)	From
114	Spectrogram 1	6	3127.258	3127.686	4000.0	18000.0	8007.8	Trill	-2.388331	4.668469	35.858507	1.117652			
115	Spectrogram 1	6	3158.866	3159.102	4000.0	18000.0	7812.5	Trill	-5.142728	11.063229	86.684774	4.957314			
116	Spectrogram 1	6	3159.130	3159.619	4000.0	18000.0	4492.2	Trillphee	-5.497094	9.364419	48.034378	3.261089			
117	Spectrogram 1	6	3159.880	3160.212	4000.0	18000.0	8984.4	Phee	-5.661354	10.825726	62.167155	2.840442			
118	Spectrogram 1	6	3173.590	3174.552	4000.0	18000.0	7226.6	Trillphee	-4.743531	10.764789	77.263383	3.732034			
119	Spectrogram 1	6	3200.606	3201.574	4000.0	18000.0	7421.9	Trillphee	-8.445587	16.483799	90.856714	6.754506			
128	Spectrogram 1	6	3286.472	3287.487	4000.0	18000.0	7031.2	Trillphee	-0.461386	4.320622	48.679695	0.269830			
240	Spectrogram 1	6	3452.370	3453.330	4000.0	18000.0	9375.0	Phee	7.109111	13.860441	100.804856	0.000000	-1.410494	9.704823	Table 1
139	Spectrogram 1	6	3464.002	3464.124	4000.0	18000.0	7226.6	Trill	-0.895853	5.250028	90.147877	0.760791			
140	Spectrogram 1	6	3464.258	3464.325	3787.9	17676.8	10937.5	Twitter	0	0	0	0			
141	Spectrogram 1	6	3464.392	3464.466	4000.0	18000.0	7812.5	Twitter	-1.103353	5.571378	41.702353	0.555075			
142	Spectrogram 1	6	3464.506	3464.592	4000.0	18000.0	7812.5	Twitter	-0.541043	5.782516	46.735356	0.339226			
143	Spectrogram 1	6	3464.632	3464.712	4000.0	18000.0	7812.5	Twitter	-0.364613	5.335613	47.153555	0.216616			
144	Spectrogram 1	6	3464.759	3464.818	2525.3	16919.2	7812.5	Twitter	0	0	0	0			
145	Spectrogram 1	6	3464.872	3464.970	4000.0	18000.0	7421.9	Twitter	-0.523590	5.104603	49.305318	0.344369			
146	Spectrogram 1	6	3464.980	3465.072	4000.0	18000.0	7812.5	Trill	-0.945020	5.444328	57.907795	0.636023			
147	Spectrogram 1	6	3465.100	3465.144	4000.0	18000.0	8203.1	Trill	-0.929226	4.727957	56.787915	0.575944			
148	Spectrogram 1	6	3471.430	3471.548	4000.0	18000.0	10546.9	Twitter	-4.322300	10.298182	55.923970	2.724020			
149	Spectrogram 1	6	3471.622	3471.678	4000.0	18000.0	9570.3	Twitter	-4.575701	12.445193	57.451101	2.658422			
150	Spectrogram 1	6	3471.754	3471.816	4000.0	18000.0	8007.8	Twitter	-4.016372	11.774397	53.420856	2.170174			
151	Spectrogram 1	6	3471.886	3471.954	4000.0	18000.0	7617.2	Twitter	-4.313005	12.141610	45.530975	1.881398			
152	Spectrogram 1	6	3472.012	3472.098	4000.0	18000.0	7812.5	Twitter	-3.719011	10.901169	48.681911	1.606765			
153	Spectrogram 1	6	3472.126	3472.212	4000.0	18000.0	8007.8	Trill	-3.340275	9.526311	68.279223	1.945612			
154	Spectrogram 1	6	3472.276	3473.424	4000.0	18000.0	7812.5	Phee	-2.833503	7.022419	81.158861	1.691921			
155	Spectrogram 1	6	3473.596	3473.772	4000.0	18000.0	7421.9	P-peep	-7.700674	17.641446	49.256999	3.552171			
156	Spectrogram 1	6	3554.738	3554.872	4000.0	18000.0	8203.1	Phee	-4.551210	8.342704	53.212015	2.028857			
173	Spectrogram 1	6	3660.192	3660.872	4000.0	18000.0	7421.9	Trill	-7.313985	13.689244	97.268492	5.947357			
174	Spectrogram 1	6	3661.020	3661.532	4000.0	18000.0	8007.8	Phee	-5.923344	13.287633	121.147223	5.381241			
175	Spectrogram 1	6	3661.716	3662.150	4000.0	18000.0	8007.8	Phee	-6.753170	13.697432	123.362622	6.113325			
181	Spectrogram 1	6	3772.510	3773.052	4000.0	18000.0	7226.6	Trill	-6.735961	11.547401	90.667035	5.725435			
226	Spectrogram 1	6	3804.727	3805.789	2970.3	17821.8	6054.7	Twitter	0	0	0	0			
182	Spectrogram 1	6	3810.176	3810.238	4000.0	18000.0	7617.2	P-peep	-7.986356	12.130264	81.648338	5.635137			
183	Spectrogram 1	6	3811.076	3811.138	4000.0	18000.0	7031.2	P-peep	-6.533050	11.723365	57.214427	4.472703			
